Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
853127-1,Cad Bane,2011,Gear,Miscellaneous,Key Chains/Star Wars,Gear,{Not specified},0,{Not specified},,,319.0,0.0,4.99,,
853129-1,Aayla Secura,2011,Gear,Miscellaneous,Key Chains/Star Wars,Gear,{Not specified},0,{Not specified},,,424.0,0.0,4.99,,
853130-1,Star Wars Magnet Set,2011,Gear,Miscellaneous,Magnets/Star Wars,Gear,{Not specified},0,{Not specified},,,543.0,0.0,14.99,,
853131-1,LEGO Signature Minifigure Towel,2011,Gear,Miscellaneous,Housewares,Gear,{Not specified},0,{Not specified},,,115.0,0.0,14.99,,
853132-1,LEGO Minifigure Mug,2011,Gear,Miscellaneous,Housewares,Gear,Tag,0,LEGO exclusive,,,63.0,0.0,,,
853136-1,LEGO Signature Minifigure Umbrella,2011,Gear,Miscellaneous,Miscellaneous,Gear,{Not specified},0,{Not specified},,,85.0,0.0,14.99,,
853143-1,LEGO Signature Minifigure Stationery Set,2011,Gear,Miscellaneous,Stationery,Gear,{Not specified},0,{Not specified},,,141.0,0.0,6.99,,
853144-1,LEGO 2x4 Brick Coin Bank,2011,Gear,Miscellaneous,Miscellaneous,Gear,{Not specified},0,{Not specified},,,351.0,0.0,7.99,,
853146-1,LEGO Signature Minifigure Playing Cards,2011,Gear,Miscellaneous,Trading/Playing cards,Gear,{Not specified},0,{Not specified},,,256.0,0.0,3.99,,
853147-1,LEGO Classic Logo Wallet,2011,Gear,Miscellaneous,Bags,Gear,{Not specified},0,{Not specified},,,94.0,0.0,9.99,,
853148-1,LEGO Classic Logo Magnet,2011,Gear,Miscellaneous,Magnets/Miscellaneous,Gear,{Not specified},0,{Not specified},,,523.0,0.0,3.99,,
853165-1,Amset-Ra Key Chain,2011,Gear,Miscellaneous,Key Chains/Pharaoh's Quest,Gear,{Not specified},0,{Not specified},,,169.0,0.0,4.99,,
853166-1,Jake Raines Key Chain,2011,Gear,Miscellaneous,Key Chains/Pharaoh's Quest,Gear,{Not specified},0,{Not specified},,,86.0,0.0,,,
853167-1,Anubis Guard Key Chain,2011,Gear,Miscellaneous,Key Chains/Pharaoh's Quest,Gear,{Not specified},0,{Not specified},,,270.0,0.0,4.99,,
853168-1,"Magnet Set: Amset-Ra, Jack Raines and Anubis Guard",2011,Gear,Miscellaneous,Magnets/Pharaoh's Quest,Gear,{Not specified},0,{Not specified},,,323.0,0.0,14.99,,
853175-1,Pharaoh's Quest Coin Bank,2011,Gear,Miscellaneous,Miscellaneous,Gear,{Not specified},0,{Not specified},,,158.0,0.0,19.99,,
853176-1,Skeleton Mummy Battle Pack,2011,Pharaoh's Quest,Historical,Miscellaneous,Extended,Blister pack,0,LEGO exclusive,29.0,3.0,2250.0,3.6,14.99,12.0,26.6556
853187-1,Jack Sparrow Key Chain,2011,Gear,Miscellaneous,Key Chains/Pirates of the Caribbean,Gear,Tag,0,LEGO exclusive,,,256.0,0.0,4.99,,
853188-1,Elizabeth Swann Key Chain,2011,Gear,Miscellaneous,Key Chains/Pirates of the Caribbean,Gear,Tag,0,LEGO exclusive,,,153.0,0.0,4.99,,
853189-1,Barbossa Key Chain,2011,Gear,Miscellaneous,Key Chains/Pirates of the Caribbean,Gear,Tag,0,LEGO exclusive,,,142.0,0.0,4.99,,
853191-1,Pirates of the Caribbean Magnet Set,2011,Gear,Miscellaneous,Magnets/Pirates of the Caribbean,Gear,Blister pack,0,LEGO exclusive,,,277.0,0.0,14.99,,
853195-1,Brick Calendar,2011,Miscellaneous,Miscellaneous,Accessories,Extended,Box,0,LEGO exclusive,120.0,2.0,3363.0,3.9,14.99,,
853200-1,Shaak Ti,2011,Gear,Miscellaneous,Key Chains/Star Wars,Gear,{Not specified},0,{Not specified},,,368.0,0.0,4.99,,
853201-1,Jar Jar Binks,2011,Gear,Miscellaneous,Key Chains/Star Wars,Gear,{Not specified},0,{Not specified},,,331.0,0.0,4.99,,
853209-1,Small blue towel,2011,Gear,Miscellaneous,Housewares,Gear,{Not specified},0,{Not specified},,,31.0,0.0,,,
853210-1,Medium red towel,2011,Gear,Miscellaneous,Housewares,Gear,{Not specified},0,{Not specified},,,41.0,0.0,,,
853211-1,Large yellow towel,2011,Gear,Miscellaneous,Housewares,Gear,Other,0,Retail - limited,,,38.0,0.0,,,
853216-1,Classic Minifigure Sticker Set,2011,Gear,Miscellaneous,Stationery,Gear,{Not specified},0,{Not specified},,,91.0,0.0,2.99,,
853219-1,Pirates of the Caribbean Battle Pack,2011,Pirates of the Caribbean,Licensed,Miscellaneous,Extended,Blister pack,0,LEGO exclusive,30.0,5.0,1380.0,4.2,14.99,4.0,49.9900
853240-1,Minifigure Wrapping Paper,2011,Gear,Miscellaneous,Seasonal,Gear,{Not specified},0,{Not specified},,,123.0,0.0,2.99,,
853261-1,LEGO Large Tote,2011,Gear,Miscellaneous,Bags,Gear,{Not specified},0,{Not specified},,,168.0,0.0,19.99,,
853274-1,"FIRST LEGO League Key Chain, Male",2011,Gear,Miscellaneous,Key Chains/Miscellaneous,Gear,{Not specified},0,{Not specified},,,19.0,0.0,,,
853275-1,"FIRST LEGO League Key Chain, Female",2011,Gear,Miscellaneous,Key Chains/Miscellaneous,Gear,{Not specified},0,{Not specified},,,18.0,0.0,,,
853301-1,Alien Conquest Battle Pack,2011,Space,Action/Adventure,Alien Conquest,Extended,Blister pack,0,LEGO exclusive,31.0,5.0,1310.0,3.7,14.99,11.0,18.3402
853305-1,Copenhagen Key Chain ,2011,Gear,Miscellaneous,Key Chains/Locations,Gear,Tag,0,LEGO exclusive,,,65.0,0.0,,,
853306-1,Berlin Key Chain,2011,Gear,Miscellaneous,Key Chains/Locations,Gear,{Not specified},0,{Not specified},,,110.0,0.0,,,
853307-1,Canada Key Chain,2011,Gear,Miscellaneous,Key Chains/Locations,Gear,Tag,0,LEGO exclusive,,,84.0,0.0,,,
853309-1,New York Key Chain,2011,Gear,Miscellaneous,Key Chains/Locations,Gear,Tag,0,LEGO exclusive,,,169.0,0.0,,,
853313-1,Copenhagen LEGO Store Magnet,2011,Gear,Miscellaneous,Magnets/Miscellaneous,Gear,{Not specified},0,{Not specified},,,91.0,0.0,,,
853317-1,I (love) NY Figure Magnet,2011,Gear,Miscellaneous,Magnets/Miscellaneous,Gear,Blister pack,0,LEGO exclusive,,,203.0,0.0,,,
853340-1,Minifigure Wedding Favour Set,2011,Miscellaneous,Miscellaneous,,Extended,Box,0,LEGO exclusive,24.0,2.0,3529.0,3.6,7.99,9.0,18.1160
853344-1,Holiday Bauble with Red Bricks,2011,Seasonal,Miscellaneous,Christmas,Extended,{Not specified},0,{Not specified},30.0,,1003.0,0.0,7.99,,
853345-1,Holiday Bauble with Gold Bricks,2011,Seasonal,Miscellaneous,Christmas,Extended,{Not specified},0,{Not specified},40.0,,1932.0,3.8,7.99,,
853346-1,Holiday Bauble with Green Bricks,2011,Seasonal,Miscellaneous,Christmas,Extended,{Not specified},0,{Not specified},36.0,,551.0,0.0,7.99,,
853352-1,2012 US Calendar,2011,Gear,Miscellaneous,Seasonal,Gear,{Not specified},0,{Not specified},,,177.0,0.0,9.99,,
853353-1,Christmas Scene Magnet,2011,Gear,Miscellaneous,Magnets/Seasonal,Gear,{Not specified},0,{Not specified},,1.0,2173.0,3.6,9.99,,
853355-1,Classic Gift Wrap,2011,Gear,Miscellaneous,Seasonal,Gear,{Not specified},0,{Not specified},,,37.0,0.0,3.99,,
853356-1,SpongeBob Super Hero Key Chain,2011,Gear,Miscellaneous,Key Chains/SpongeBob SquarePants,Gear,Tag,0,LEGO exclusive,,,22.0,0.0,,,
853357 -1,Patrick Super Hero Key Chain ,2011,Gear,Miscellaneous,Key Chains/SpongeBob SquarePants,Gear,Tag,0,LEGO exclusive,,,33.0,0.0,,,
853358-1,LEGO HEROICA Storage Mat,2011,Gear,Miscellaneous,Storage,Gear,Other,0,Retail,,,355.0,0.0,34.99,,
853405-1,Snake Sword,2011,Gear,Miscellaneous,Role-play toys,Gear,{Not specified},0,{Not specified},,,35.0,0.0,9.99,,
853406-1,Green Bandana,2011,Gear,Miscellaneous,Role-play toys,Gear,{Not specified},0,{Not specified},,,51.0,0.0,4.99,,
2850828-1,Darth Vader Watch,2011,Gear,Miscellaneous,Watches/Clocks,Gear,{Not specified},0,{Not specified},,,315.0,0.0,24.99,,
2850829-1,Luke Skywalker Watch,2011,Gear,Miscellaneous,Watches/Clocks,Gear,{Not specified},0,{Not specified},,,126.0,0.0,24.99,,
2850855-1,Darth Vader pen,2011,Gear,Miscellaneous,Pens,Gear,{Not specified},0,{Not specified},,,162.0,0.0,9.99,,
2850856-1,Yoda Connect & Build Pen ,2011,Gear,Miscellaneous,Pens,Gear,{Not specified},0,{Not specified},,,128.0,0.0,9.99,,
2850857-1,R2-D2 Connect & Build Pen,2011,Gear,Miscellaneous,Pens,Gear,{Not specified},0,{Not specified},,,83.0,0.0,9.99,,
2850868-1,Classic Brick Kids Watch,2011,Gear,Miscellaneous,Watches/Clocks,Gear,{Not specified},0,{Not specified},,,49.0,0.0,24.99,,
2852724-1,Accelerometer Sensor,2011,Mindstorms,Technical,NXT,Extended,{Not specified},0,{Not specified},1.0,,74.0,0.0,54.99,0.0,
2852725-1,Infrared Seeker,2011,Mindstorms,Technical,NXT,Extended,{Not specified},0,{Not specified},1.0,,48.0,0.0,49.99,0.0,
2852726-1,Gyroscopic Sensor,2011,Mindstorms,Technical,NXT,Extended,{Not specified},0,{Not specified},1.0,,75.0,0.0,54.99,0.0,
2853101-1,Gift Card,2011,Gear,Miscellaneous,Miscellaneous,Gear,{Not specified},0,{Not specified},,,12.0,0.0,24.99,,
2853124-1,Gift Card Reload,2011,Gear,Miscellaneous,Miscellaneous,Gear,{Not specified},0,{Not specified},,,9.0,0.0,54.99,,
2853216-1,Infrared Link Sensor,2011,Mindstorms,Technical,NXT,Extended,{Not specified},0,{Not specified},1.0,,88.0,0.0,54.99,0.0,
2853662-1,LEGO Minifigure Key Light,2011,Gear,Miscellaneous,Lights,Gear,{Not specified},0,{Not specified},,,826.0,0.0,,,
2855057-1,Stormtrooper Kids' Watch,2011,Gear,Miscellaneous,Watches/Clocks,Gear,{Not specified},0,{Not specified},,,137.0,0.0,24.99,,
2856028-1,LEGO Minifigure 2GB USB Flash Drive,2011,Gear,Miscellaneous,Miscellaneous,Gear,{Not specified},0,{Not specified},,,193.0,0.0,24.99,,
2856079-1,Creationary Booster Pack,2011,Games,Miscellaneous,Creationary,Extended,Blister pack,0,LEGO exclusive,10.0,,274.0,0.0,3.99,2.0,21.2500
2856128-1,Anakin Skywalker watch,2011,Gear,Miscellaneous,Watches/Clocks,Gear,{Not specified},0,{Not specified},,,71.0,0.0,24.99,,
2856129-1,Count Dooko Watch,2011,Gear,Miscellaneous,Watches/Clocks,Gear,{Not specified},0,{Not specified},,,69.0,0.0,19.99,,
2856130-1,Yoda Watch,2011,Gear,Miscellaneous,Watches/Clocks,Gear,{Not specified},0,{Not specified},,,246.0,0.0,24.99,,
2856134-1,Ninjago Card Shrine,2011,Ninjago,Action/Adventure,Promotional,Extended,Polybag,0,LEGO exclusive,98.0,,561.0,0.0,6.99,2.0,10.0000
2856197-1,Shadow ARF Trooper,2011,Star Wars,Licensed,Minifig Pack,Extended,Polybag,0,Promotional,5.0,1.0,2598.0,4.5,,13.0,367.0057
2856200-1,Firefighter ZipBin Large Storage Toy Box,2011,Gear,Miscellaneous,Storage,Gear,{Not specified},0,{Not specified},,,75.0,0.0,24.99,,
2856203-1,Yoda Mini Figure Clock,2011,Gear,Miscellaneous,Watches/Clocks,Gear,{Not specified},0,{Not specified},,,406.0,0.0,29.99,,
2856205-1,Portable Storage Case with Baseplate,2011,Gear,Miscellaneous,Storage,Gear,{Not specified},0,{Not specified},,,361.0,0.0,11.99,,
2856206-1,Portable Storage Case with Baseplate,2011,Gear,Miscellaneous,Storage,Gear,{Not specified},0,{Not specified},,,307.0,0.0,11.99,,
2856217-1,LEGO Star Wars III: The Clone Wars,2011,Gear,Miscellaneous,Video Games/Xbox 360,Gear,{Not specified},0,{Not specified},,,712.0,4.1,49.99,,
2856218-1,LEGO Star Wars III: The Clone Wars,2011,Gear,Miscellaneous,Video Games/Wii,Gear,{Not specified},0,{Not specified},,,916.0,4.2,49.99,,
2856219-1,LEGO Star Wars III: The Clone Wars,2011,Gear,Miscellaneous,Video Games/PS3,Gear,{Not specified},0,{Not specified},,,585.0,0.0,49.99,,
2856220-1,LEGO Star Wars III: The Clone Wars,2011,Gear,Miscellaneous,Video Games/PC,Gear,{Not specified},0,{Not specified},,,360.0,0.0,29.99,,
2856221-1,LEGO Star Wars III: The Clone Wars,2011,Gear,Miscellaneous,Video Games/PSP,Gear,{Not specified},0,{Not specified},,,75.0,0.0,29.99,,
2856222-1,LEGO Star Wars III: The Clone Wars,2011,Gear,Miscellaneous,Video Games/DS,Gear,{Not specified},0,{Not specified},,,306.0,0.0,29.99,,
2856223-1,Ninja Princess,2011,Gear,Miscellaneous,Magnets/Bricktober,Gear,Polybag,0,Promotional,,,485.0,0.0,,,
2856224-1,Forestman,2011,Gear,Miscellaneous,Magnets/Bricktober,Gear,Polybag,0,Promotional,,,500.0,0.0,,,
2856225-1,Knight,2011,Gear,Miscellaneous,Magnets/Bricktober,Gear,Polybag,0,Promotional,,,496.0,0.0,,,
2856226-1,Classic black spaceman,2011,Gear,Miscellaneous,Magnets/Bricktober,Gear,Polybag,0,Promotional,,,520.0,0.0,,,
2856239-1,LEGO Star Wars III: The Clone Wars,2011,Gear,Miscellaneous,Video Games/3DS,Gear,{Not specified},0,{Not specified},,,203.0,0.0,39.99,,
2856241-1,Droid T-shirt - Kids,2011,Gear,Miscellaneous,Clothing,Gear,{Not specified},0,{Not specified},,,16.0,0.0,14.99,,
2856243-1,Droid T-shirt - Youth,2011,Gear,Miscellaneous,Clothing,Gear,{Not specified},0,{Not specified},,,12.0,0.0,14.99,,
2856252-1,LEGO Battles Ninjago,2011,Gear,Miscellaneous,Video Games/DS,Gear,{Not specified},0,{Not specified},,,391.0,0.0,29.99,,
2856451-1,LEGO Pirates of the Caribbean: The Video Game - Nintendo DS,2011,Gear,Miscellaneous,Video Games/DS,Gear,{Not specified},0,Retail,,,221.0,0.0,29.99,,
2856453-1,LEGO Pirates of the Caribbean: The Video Game - PS3,2011,Gear,Miscellaneous,Video Games/PS3,Gear,{Not specified},0,Retail,,,511.0,0.0,49.99,,
2856454-1,LEGO Pirates of the Caribbean: The Video Game - PSP,2011,Gear,Miscellaneous,Video Games/PSP,Gear,{Not specified},0,Retail,,,70.0,0.0,29.99,,
2856456-1,LEGO Pirates of the Caribbean: The Video Game - Wii,2011,Gear,Miscellaneous,Video Games/Wii,Gear,{Not specified},0,Retail,,,601.0,4.2,49.99,,
2856457-1,LEGO Pirates of the Caribbean: The Video Game - Nintendo 3DS,2011,Gear,Miscellaneous,Video Games/3DS,Gear,{Not specified},0,Retail,,,128.0,0.0,39.99,,
3061-1,City Park Cafe,2012,Friends,Modern day,Heartlake City,Normal,Box,2,Retail,222.0,2.0,6252.0,3.6,34.99,1.0,44.7000
3063-1,Heartlake Flying Club,2012,Friends,Modern day,General,Normal,Box,2,Retail,195.0,1.0,2453.0,3.1,19.99,0.0,
3065-1,Olivia's Tree House,2012,Friends,Modern day,Tree Houses,Normal,Box,2,Retail,191.0,1.0,5868.0,3.6,19.99,0.0,
3183-1,Stephanie's Cool Convertible,2012,Friends,Modern day,Traffic,Normal,Box,2,Retail,130.0,1.0,5035.0,3.6,14.99,0.0,
3184-1,Adventure Camper,2012,Friends,Modern day,Great Outdoors,Normal,Box,4,Retail,309.0,2.0,4274.0,3.6,34.99,3.0,60.0000
3185-1,Summer Riding Camp,2012,Friends,Modern day,Horseback Riding,Normal,Box,6,Retail,1112.0,4.0,2859.0,3.9,99.99,1.0,219.9900
3186-1,Emma's Horse Trailer,2012,Friends,Modern day,Horseback Riding,Normal,Box,2,Retail,218.0,1.0,3666.0,3.6,24.99,0.0,
3187-1,Butterfly Beauty Shop,2012,Friends,Modern day,Heartlake City,Normal,Box,2,Retail,221.0,2.0,3337.0,3.6,24.99,0.0,
3188-1,Heartlake Vet,2012,Friends,Modern day,Heartlake City,Normal,Box,2,Retail,343.0,2.0,3983.0,3.7,44.99,3.0,70.0000
3189-1,Heartlake Stables,2012,Friends,Modern day,Horseback Riding,Normal,Box,4,Retail,401.0,2.0,2899.0,3.8,49.99,1.0,125.0000
3315-1,Olivia's House,2012,Friends,Modern day,Houses,Normal,Box,4,Retail,695.0,3.0,6248.0,3.7,74.99,2.0,125.0000
3316-1,Friends Advent Calendar,2012,Friends,Modern day,Seasonal,Normal,Box,2,Retail - limited,212.0,2.0,2040.0,0.0,,3.0,39.5000
3817-1,The Flying Dutchman,2012,SpongeBob SquarePants,Licensed,,Normal,Box,2,Retail,241.0,3.0,3025.0,3.9,24.99,6.0,118.4695
3818-1,Bikini Bottom Undersea Party,2012,SpongeBob SquarePants,Licensed,,Normal,Box,2,Retail,471.0,4.0,1956.0,3.8,49.99,3.0,265.9936
3863-1,Kokoriko,2012,Games,Miscellaneous,,Normal,Box,1,Retail - limited,115.0,,683.0,0.0,,0.0,
3864-1,Mini-Taurus,2012,Games,Miscellaneous,Minotaurus,Normal,Box,1,Retail - limited,165.0,4.0,641.0,0.0,,0.0,
3865-1,City Alarm,2012,Games,Miscellaneous,,Normal,Box,2,Retail,247.0,6.0,1874.0,3.8,19.99,1.0,50.0000
3866-1,Star Wars: The Battle of Hoth,2012,Games,Miscellaneous,Licensed,Normal,Box,1,Retail - limited,305.0,32.0,2634.0,3.9,,0.0,
3867-1,Maya Mystica,2012,Games,Miscellaneous,,Normal,{Not specified},0,{Not specified},,,,0.0,,0.0,
3868-1,Phineas and Ferb,2012,Games,Miscellaneous,Licensed,Normal,{Not specified},0,{Not specified},,,,0.0,,,
3874-1,Ilrion,2012,Games,Miscellaneous,Heroica,Normal,Box,2,Retail,240.0,8.0,1363.0,3.8,19.99,5.0,30.0000
3920-1,The Hobbit: An Unexpected Journey,2012,Games,Miscellaneous,Licensed,Normal,Box,2,Retail,394.0,4.0,1936.0,3.8,34.99,5.0,33.2648
3930-1,Stephanie's Outdoor Bakery,2012,Friends,Modern day,Baking,Normal,Box,2,Retail,45.0,1.0,5264.0,3.5,6.99,0.0,
3931-1,Emma's Splash Pool,2012,Friends,Modern day,Summer,Normal,Box,2,Retail,43.0,1.0,4331.0,3.7,5.99,0.0,
3932-1,Andrea's Stage,2012,Friends,Modern day,Music,Normal,Box,2,Retail,87.0,1.0,3597.0,3.3,9.99,2.0,20.0000
3933-1,Olivia's Invention Workshop,2012,Friends,Modern day,Science,Normal,Box,2,Retail,81.0,1.0,4047.0,3.6,9.99,3.0,19.9900
3934-1,Mia's Puppy House,2012,Friends,Modern day,Pets,Normal,Box,2,Retail,64.0,1.0,3480.0,3.1,9.99,0.0,
3935-1,Stephanie's Pet Patrol,2012,Friends,Modern day,Pets,Normal,Box,2,Retail,73.0,1.0,3117.0,3.5,9.99,0.0,
3936-1,Emma's Fashion Design Studio,2012,Friends,Modern day,Art,Normal,Box,2,Retail,79.0,1.0,3692.0,3.6,9.99,1.0,17.9900
3937-1,Olivia's Speedboat,2012,Friends,Modern day,Beach,Normal,Box,2,Retail,65.0,1.0,3167.0,3.4,9.99,0.0,
3938-1,Andrea's Bunny House,2012,Friends,Modern day,Pets,Normal,Box,2,Retail,62.0,1.0,2634.0,3.4,9.99,0.0,
3939-1,Mia's Bedroom,2012,Friends,Modern day,Bedrooms,Normal,Box,2,Retail,85.0,1.0,3516.0,3.2,9.99,1.0,25.0000
3942-1,Heartlake Dog Show,2012,Friends,Modern day,Pets,Normal,Box,2,Retail,183.0,1.0,2226.0,0.0,19.99,0.0,
4200-1,Mining 4x4,2012,City,Modern day,Mining,Normal,Box,2,Retail,102.0,1.0,9316.0,3.8,11.99,4.0,8.0000
4201-1,Loader and Tipper,2012,City,Modern day,Mining,Normal,Box,4,Retail,139.0,2.0,9101.0,3.6,17.99,1.0,30.0000
4202-1,Mining Truck,2012,City,Modern day,Mining,Normal,Box,2,Retail,269.0,1.0,5651.0,3.8,34.99,1.0,63.0000
4203-1,Excavator Transporter,2012,City,Modern day,Mining,Normal,Box,4,Retail,305.0,2.0,6987.0,3.8,39.99,1.0,73.1527
4204-1,The Mine,2012,City,Modern day,Mining,Normal,Box,8,Retail,748.0,4.0,6843.0,4.3,99.99,7.0,168.0806
4205-1,Off-road Command Center,2012,City,Modern day,Forest Police,Normal,Box,6,Retail - limited,403.0,3.0,2052.0,4.1,39.99,1.0,59.9900
4206-2,Recycling Truck,2012,City,Modern day,Great Vehicles,Normal,Box,0,Retail - limited,297.0,3.0,5920.0,3.9,29.99,1.0,65.0000
4207-1,City Garage,2012,City,Modern day,Town,Normal,Box,10,Retail - limited,933.0,5.0,3719.0,4.1,119.99,3.0,155.0000
4208-1,Fire Truck,2012,City,Modern day,Forest Fire,Normal,Box,2,Retail,243.0,1.0,6231.0,3.8,19.99,0.0,
4209-1,Fire Plane,2012,City,Modern day,Forest Fire,Normal,Box,4,Retail,522.0,3.0,4332.0,3.9,59.99,2.0,78.2000
4427-1,Fire ATV,2012,City,Modern day,Forest Fire,Normal,Box,2,Retail,50.0,1.0,6900.0,3.3,5.99,0.0,
4428-1,City Advent Calendar,2012,City,Modern day,Seasonal,Normal,Box,2,Retail - limited,248.0,7.0,4535.0,3.5,39.99,0.0,
4429-1,Helicopter Rescue,2012,City,Modern day,Medical,Normal,Box,6,Retail - limited,425.0,4.0,4535.0,3.8,59.99,0.0,
4430-1,Fire Transporter,2012,City,Modern day,Forest Fire,Normal,Box,6,Retail - limited,522.0,3.0,2204.0,3.8,49.99,1.0,129.9900
4431-1,Ambulance,2012,City,Modern day,Great Vehicles,Normal,Box,2,Retail,199.0,3.0,9057.0,4.1,19.99,6.0,70.0000
4432-1,Garbage Truck,2012,City,Modern day,Great Vehicles,Normal,Box,2,Retail,208.0,2.0,14662.0,4.1,19.99,1.0,93.0029
4433-1,Dirt Bike Transporter,2012,City,Modern day,Great Vehicles,Normal,Box,4,Retail,201.0,2.0,10714.0,3.9,19.99,6.0,55.5326
4434-1,Dump Truck,2012,City,Modern day,Great Vehicles,Normal,Box,2,Retail,222.0,2.0,8083.0,4.0,19.99,4.0,52.5000
4435-1,Car and Caravan,2012,City,Modern day,Great Vehicles,Normal,Box,2,Retail,218.0,2.0,8897.0,3.9,19.99,1.0,41.0000
4436-1,Patrol Car,2012,City,Modern day,Forest Police,Normal,Box,2,Retail,97.0,2.0,10510.0,3.6,11.99,3.0,23.0000
4437-1,Police Pursuit,2012,City,Modern day,Forest Police,Normal,Box,2,Retail,129.0,2.0,8758.0,3.7,17.99,2.0,18.6949
4438-1,Robber's Hideout,2012,City,Modern day,Forest Police,Normal,Box,4,Retail - limited,317.0,4.0,2674.0,3.7,39.99,0.0,
4439-1,Heavy-Lift Helicopter,2012,City,Modern day,Forest Police,Normal,Box,4,Retail,393.0,3.0,7818.0,4.0,49.99,1.0,124.0000
4440-1,Forest Police Station,2012,City,Modern day,Forest Police,Normal,Box,10,Retail,633.0,5.0,6205.0,4.0,79.99,3.0,130.1310
4441-1,Police Dog Van,2012,City,Modern day,Forest Police,Normal,Box,4,Retail,313.0,2.0,4867.0,3.9,34.99,0.0,
4442-1,Glider,2012,City,Modern day,Traffic,Normal,Box,0,Promotional (Airline),101.0,2.0,957.0,3.9,,0.0,
4473-1,Police Helicopter,2012,City,Modern day,Police,Normal,Box,0,Promotional (Airline),112.0,2.0,988.0,0.0,,0.0,
4526-1,Batman,2012,DC Comics Super Heroes,Licensed,Buildable Figures,Normal,Box,2,Retail,40.0,,2793.0,3.2,14.99,1.0,28.4901
4527-1,The Joker,2012,DC Comics Super Heroes,Licensed,Buildable Figures,Normal,Box,5,Retail,57.0,,2528.0,3.1,14.99,0.0,
4528-1,Green Lantern,2012,DC Comics Super Heroes,Licensed,Buildable Figures,Normal,Box,5,Retail,38.0,,1816.0,3.3,14.99,1.0,16.0000
4529-1,Iron Man,2012,Marvel Super Heroes,Licensed,Buildable Figures,Normal,Box,1,Retail,44.0,,2321.0,3.4,14.99,0.0,
4530-1,The Hulk,2012,Marvel Super Heroes,Licensed,Buildable Figures,Normal,Box,2,Retail,39.0,,1931.0,3.1,14.99,0.0,
4597-1,Captain America,2012,Marvel Super Heroes,Licensed,Buildable Figures,Normal,Box,2,Retail,44.0,,1964.0,3.1,14.99,1.0,42.0000
4623-1,Pink Brick Box,2012,Duplo,Pre-school,,Normal,Tub,2,Retail,30.0,,285.0,0.0,14.99,0.0,
4624-1,Brick Box Green,2012,Duplo,Pre-school,,Normal,Tub,2,Retail,31.0,,320.0,0.0,14.99,0.0,
4625-1,Pink Brick Box,2012,Bricks and More,Basic,,Normal,Tub,4,Retail,224.0,1.0,1167.0,0.0,14.99,0.0,
4626-1,Farm Brick Box,2012,Bricks and More,Basic,,Normal,Tub,4,Retail,232.0,1.0,976.0,3.8,14.99,0.0,
4627-1,Fun With Bricks,2012,Duplo,Pre-school,,Normal,Box,2,Retail,85.0,,266.0,0.0,29.99,0.0,
4628-1,Fun With Bricks,2012,Bricks and More,Basic,,Normal,Box,3,Retail,600.0,,901.0,0.0,29.99,0.0,
4629-1,Build & Play Box,2012,Duplo,Pre-school,,Normal,Box,2,Retail,150.0,,106.0,0.0,59.99,0.0,
4630-1,Build & Play Box,2012,Make and Create,Basic,,Normal,Box,2,Retail,1000.0,,412.0,0.0,,0.0,
4631-1,My First Build,2012,Duplo,Pre-school,,Normal,Box,2,Retail,59.0,1.0,340.0,0.0,24.99,0.0,
4632-1,Building Plates,2012,Duplo,Pre-school,Accessories,Normal,Shrink-wrapped,0,Retail,3.0,,499.0,0.0,9.99,0.0,
4635-1,Fun With Vehicles,2012,Bricks and More,Basic,,Normal,Box,7,Retail,525.0,2.0,1259.0,3.5,29.99,0.0,
4636-1,Police Building Set,2012,Bricks and More,Basic,,Normal,Box,3,Retail,130.0,2.0,1512.0,3.0,9.99,0.0,
4637-1,Safari Building Set,2012,Bricks and More,Basic,,Normal,Box,3,Retail,152.0,2.0,1751.0,3.7,9.99,0.0,
5882-1,Ambush Attack,2012,Dino,Action/Adventure,,Normal,Box,2,Retail,80.0,1.0,5505.0,3.8,11.99,0.0,
5883-1,Tower Takedown,2012,Dino,Action/Adventure,,Normal,Box,2,Retail,136.0,1.0,3976.0,3.8,19.99,1.0,49.9900
5884-1,Raptor Chase,2012,Dino,Action/Adventure,,Normal,Box,2,Retail,259.0,2.0,3470.0,4.0,29.99,4.0,76.4910
5885-1,Triceratops Trapper,2012,Dino,Action/Adventure,,Normal,Box,2,Retail,271.0,2.0,3071.0,4.2,49.99,1.0,125.0000
5886-1,T-Rex Hunter,2012,Dino,Action/Adventure,,Normal,Box,4,Retail,480.0,2.0,2546.0,4.1,69.99,2.0,109.9900
5887-1,Dino Defense HQ,2012,Dino,Action/Adventure,,Normal,Box,6,Retail,793.0,4.0,2432.0,4.1,99.99,0.0,
5888-1,Ocean Interceptor,2012,Dino,Action/Adventure,,Normal,Box,2,Retail - limited,222.0,2.0,1331.0,4.1,34.99,0.0,
6132-1,Red,2012,Duplo,Pre-school,Cars,Normal,Box,0,Retail,13.0,1.0,469.0,0.0,14.99,0.0,
6133-1,Race Day,2012,Duplo,Pre-school,Cars,Normal,Box,0,Retail,26.0,2.0,269.0,0.0,24.99,0.0,
6134-1,Siddeley Saves The Day,2012,Duplo,Pre-school,Cars,Normal,Box,2,Retail,34.0,3.0,340.0,0.0,34.99,0.0,
